Original Sentence	Modified Sentence	Case Rule Applied	Source of Data
Ó gbá a ní ọwọ́ mú	O gba a ni owo mu	remove_accents_and_underdots	bible
Ṣùgbọ́n nísinsin yìí	nisinsin Ṣugbọn yii	remove_only_accents_and_swap_word	bible
Ó sì wí fún mi pé	O si wi fun mi pe	remove_only_accents	bible
Wọn yóò sì kó àwọn aṣọ àti àwọn ohun ọ̀ṣọ́ iyebíye yín. 	Wọn yoo si ko awọn ati aṣọ awọn ohun ọṣọ iyebiye yin.	remove_only_accents_and_swap_word	bible
 sọ fún Mose àti Aaroni pé	 so fun Mose ati Aaroni pe	remove_accents_and_underdots	bible
Ọkàn wọn kún fún ìtànjẹbáyìí wọ́n gbọdọ̀ ru ẹ̀bi wọn. yóò wó pẹpẹ wọn palẹ̀yóò sì pa gbogbo òkúta ìyàsọ́tọ̀ wọn run.	Ọkan wọn kun fun itanjẹbayii wọn gbọdọ ru ẹbi run. yoo wo pẹpẹ wọn palẹyoo si pa gbogbo okuta iyasọtọ wọn wọn.	remove_only_accents_and_swap_word	bible
Ó wí fún ara rẹ̀	O rẹ fun ara wi	remove_only_accents_and_swap_word	bible
Torí pé  Ọlọ́run yín	yin pe Ọlọrun Tori	remove_only_accents_and_swap_word	bible
Ìgbàlà jìnnà sí àwọn ẹni búburúnítorí wọn kò wá àṣẹ rẹ.	Igbala jinna si awon eni buburunitori won ko wa ase re.	remove_accents_and_underdots	bible
Gbà mí kúrò lọ́wọ́ àwọn ọ̀tá mi	Gba mi kuro lowo awon ota mi	remove_accents_and_underdots	bible
Bákan náà	Bakan naa	remove_only_accents	bible
A fi Ninefe bú.	A fi Ninefe bu.	remove_only_accents	bible
síbẹ̀ ìwọ ó gbé mi wọ inú ihòọ̀gọ̀dọ̀ aṣọ ara mi yóò sọ mi di ìríra.	sibe iwo o gbe mi wo inu ihoogodo aso ara mi yoo so mi di irira.	remove_accents_and_underdots	bible
 tí ń ṣe ìrántí wa; yóò bùkún ilé Israẹli;yóò bùkún ilé Aaroni.	 ti n ṣe iranti wa; yoo bukun ile Israẹli;yoo bukun ile Aaroni.	remove_only_accents	bible
Ṣùgbọ́n nígbà tí òun fúnrarẹ̀ dé ibi ère fínfín tí ó wà létí Gilgali	Sugbon nigba ti oun funrare de ibi ere finfin ti o wa leti Gilgali	remove_accents_and_underdots	bible
Wọ́n wí pé	Won wi pe	remove_accents_and_underdots	bible
Nígbà náà ni gbogbo ènìyàn lọ láti jẹ àti láti mu	Nigba naa ni gbogbo eniyan lo lati je ati lati mu	remove_accents_and_underdots	bible
Bí ó sì ti ń bọ̀	Bi o si ti n bo	remove_accents_and_underdots	bible
Olúkúlùkù sì pa ọkùnrin kọ̀ọ̀kan. Àwọn ará Aramu sì sá	Olukuluku si pa ọkunrin kọọkan. Awọn ara Aramu si sa	remove_only_accents	bible
Àwọn aláṣẹ àti alákòóso Solomoni.	Awon alase ati alakooso Solomoni.	remove_accents_and_underdots	bible
Baba yín àkọ́kọ́ dẹ́ṣẹ̀;àwọn agbẹnusọ yín ṣọ̀tẹ̀ sí mi.	Baba yin akoko dese;awon agbenuso yin sote si mi.	remove_accents_and_underdots	bible
Nígbà náà ni Peteru àti Johanu gbé ọwọ́ lé wọn	Nigba naa ni Peteru ati Johanu gbe owo le won	remove_accents_and_underdots	bible
Ahi	Ahi	remove_accents_and_underdots	bible
Johanu onítẹ̀bọmi tún ọ̀nà ṣe sílẹ̀.	Johanu onitẹbọmi tun ọna ṣe silẹ.	remove_only_accents	bible
Ní ọjọ́ wọ̀nyí ni àwọn wòlíì sì ti Jerusalẹmu sọ̀kalẹ̀ wá sí Antioku. 	Ni ọjọ Jerusalẹmu ni awọn wolii si ti wọnyi sọkalẹ wa si Antioku.	remove_only_accents_and_swap_word	bible
Ṣùgbọ́n ó kọ̀ láti gbọ́ ohùn rẹ̀; ó sì fi agbára mú un	Sugbon o ko lati gbo ohun re; o si fi agbara mu un	remove_accents_and_underdots	bible
Bẹ́ẹ̀ náà ni obìnrin tí ó bá ń gbàdúrà tàbí tí ó bá ń sọtẹ́lẹ̀ láìbo orí rẹ̀	Bee naa ni obinrin ti o ba n gbadura tabi ti o ba n sotele laibo ori re	remove_accents_and_underdots	bible
Ní ọjọ́ náà	Ni ojo naa	remove_accents_and_underdots	bible
Èyí yóò farahàn ní ọjọ́ náà nígbà tí Ọlọ́run yóò tipasẹ̀ Jesu Kristi ṣe ìdájọ́ àwọn àṣírí ènìyàn gẹ́gẹ́ bí ìhìnrere mi.	Eyi yoo farahan ni ojo naa nigba ti Olorun yoo tipase Jesu Kristi se idajo awon asiri eniyan gege bi ihinrere mi.	remove_accents_and_underdots	bible
Ẹ so èso tí ó yẹ fún ìrònúpìwàdà. 	Ẹ so ti o yẹ fun	remove_only_accents_and_any_random_word	bible
Nítorí náà	Nitori naa	remove_accents_and_underdots	bible
tó ọgọ́ọ̀rún kan tálẹ́ǹtì fàdákà	to ọgọọrun kan talẹnti fadaka	remove_only_accents	bible
Nígbà tí wọ́n bá lọ	Nigba ti won ba lo	remove_accents_and_underdots	bible
Yóò si pèsè ọrẹ ẹbọ jíjẹ efa fun ẹgbọrọ akọ màlúù	Yoo si pese ore ebo jije efa fun egboro ako maluu	remove_accents_and_underdots	bible
kí ó sì wí pé: ‘Èyí yìí ni ohun tí  Olódùmarè wí: Èmi lòdì sí ọ	ki o si wi Eyi pe: yii ni ohun ti Olodumare wi: Emi lodi si ọ	remove_only_accents_and_swap_word	bible
Ní ọjọ́ kejì tí Paṣuri tú u sílẹ̀ nínú túbú	Ni ojo keji ti Pasuri tu u sile ninu tubu	remove_accents_and_underdots	bible
Wúrà òun fàdákà yín díbàjẹ́; ìbàjẹ́ wọn ni yóò sì ṣe ẹlẹ́rìí sí yín	Wura oun fadaka yin dibaje; ibaje won ni yoo si se elerii si yin	remove_accents_and_underdots	bible
Samuẹli sọ fún alásè pé	Samueli so fun alase pe	remove_accents_and_underdots	bible
Nísinsin yìí	Nisinsin yii	remove_accents_and_underdots	bible
Ó sì wí pé	O si wi pe	remove_accents_and_underdots	bible
Ṣùgbọ́n ìwọ fún wa ní ìṣẹ́gun lórí àwọn ọ̀tá wa	Ṣugbọn wa ni iṣẹgun lori awọn ọta wa	remove_only_accents_and_any_random_word	bible
Díẹ̀ ni ó kù kí wọn má le fi ọ̀rọ̀ wọ̀nyí dá àwọn ènìyàn dúró	Die ni o ku ki won ma le fi oro wonyi da awon eniyan duro	remove_accents_and_underdots	bible
Beni-Hadadi sì tún rán oníṣẹ́ mìíràn sí Ahabu wí pé	si tun ran miiran si Ahabu wi pe	remove_only_accents_and_any_random_word	bible
“Asán! Asán!” ni Oniwaasu wí.“Gbogbo rẹ̀ asán ni!”	Asan! Asan! Oniwaasu rẹ asan ni!	remove_only_accents_and_any_random_word	bible
Láti ṣe aláràbarà iṣẹ́ ní wúrà	Lati se alarabara ise ni wura	remove_accents_and_underdots	bible
Wọn yóò ṣe ìrántí ọ̀pọ̀lọpọ̀ìwà rere rẹ àti orin ayọ̀ òdodo rẹ.	Won yoo se iranti opolopoiwa rere re ati orin ayo ododo re.	remove_accents_and_underdots	bible
Baaṣa sì sùn pẹ̀lú àwọn baba rẹ̀	Baasa si sun pelu awon baba re	remove_accents_and_underdots	bible
Báyìí ni  wí:“Bí wọ́n tilẹ̀ ni ìfọwọ́sowọ́pọ̀	Bayii ni  wi:“Bi won tile ni ifowosowopo	remove_accents_and_underdots	bible
Eliṣa wí fún un pé	Elisa wi fun un pe	remove_accents_and_underdots	bible
Saamu 96.	Saamu 96.	remove_accents_and_underdots	bible
Ọlọ́run sì padà	Olorun si pada	remove_accents_and_underdots	bible
Láti ìran Reubeni tí í ṣe àkọ́bí Israẹli:Gbogbo ọmọkùnrin tí ọjọ́ orí wọn jẹ́ ogún ọdún sókè tí wọ́n lè lọ sójú ogun ni wọ́n to orúkọ wọn	Lati iran Reubeni ti i se akobi Israeli:Gbogbo omokunrin ti ojo ori won je ogun odun soke ti won le lo soju ogun ni won to oruko won	remove_accents_and_underdots	bible
Nígbà náà ni Lea tún wí pé “Ọlọ́run ti fún mi ní ẹ̀bùn iyebíye	Nigba naa ni Lea tun wi pe Ọlọrun ti fun mi ni ẹbun iyebiye	remove_only_accents	bible
Ǹjẹ́ ẹ̀yin kì í ṣe ènìyàn lásán bí? Níwọ́n ìgbà tí ẹ ba ń sọ pé	Nje eyin ki i se eniyan lasan bi? Niwon igba ti e ba n so pe	remove_accents_and_underdots	bible
Bẹ́ẹ̀ ni Mordekai lọ	Bẹẹ ni Mordekai lọ	remove_only_accents	bible
“ ‘Èmi yóò fún yín ní àlàáfíà ní ilẹ̀ yín	Emi yoo fun ni alaafia ni yin	remove_only_accents_and_any_random_word	bible
Ẹlòmíràn sì wí fún un pé	Elomiran si wi fun un pe	remove_accents_and_underdots	bible
Nígbà tí a sì tí gbọ́ nǹkan wọ̀nyí	Nigba ti a wọnyi ti gbọ nnkan si	remove_only_accents_and_swap_word	bible
Àwọn ará Israẹli sì kó gbogbo ìkógun àti ohun ọ̀sìn ti ìlú náà fún ara wọn. Wọ́n sì fi idà pa gbogbo ènìyàn títí wọ́n fi run wọ́n pátápátá	Awon ara Israeli si ko gbogbo ikogun ati ohun osin ti ilu naa fun ara won. Won si fi ida pa gbogbo eniyan titi won fi run won patapata	remove_accents_and_underdots	bible
Ó sì dáhùn wí pé	O si dahun wi pe	remove_accents_and_underdots	bible
Peteru sí dìde	Peteru si dide	remove_accents_and_underdots	bible
Ọ̀pọ̀ àwọn ènìyàn sì tọ̀ ọ́ wá	Ọpọ awọn eniyan si tọ ọ wa	remove_only_accents	bible
Ẹ fi ìfẹnukonu mímọ́ kí ara yín.Gbogbo ìjọ Kristi kí yín.	ifẹnukonu mimọ ki ara yin.Gbogbo ijọ Kristi ki yin.	remove_only_accents_and_any_random_word	bible
Wọ́n gbá yìn ìn yí mi ká bí oyin	Won gba yin in yi mi ka bi oyin	remove_accents_and_underdots	bible
Nítòótọ́	Nitooto	remove_accents_and_underdots	bible
Ṣùgbọ́n nígbàkígbà tí Mose bá wà níwájú  láti bá a sọ̀rọ̀	Ṣugbọn nigbakigba Mose ba wa niwaju lati a sọrọ	remove_only_accents_and_any_random_word	bible
Ọ̀wọ́ ìbákasẹ yóò bo gbogbo ilẹ̀ rẹ	Owo ibakase yoo bo gbogbo ile re	remove_accents_and_underdots	bible
Lẹ́yìn èyí	Leyin eyi	remove_accents_and_underdots	bible
Ṣùgbọ́n ẹ lọ sọ fún àwọn ọmọ-ẹ̀yìn rẹ̀ títí kan Peteru wí pé	Sugbon e lo so fun awon omo-eyin re titi kan Peteru wi pe	remove_accents_and_underdots	bible
Jefta dáhùn pé	Jefta dahun pe	remove_only_accents	bible
Ṣùgbọ́n Juda wí fún un pé	Sugbon Juda wi fun un pe	remove_accents_and_underdots	bible
“Sọ fún àwọn ọmọ Israẹli pé: ‘èmi ni  Ọlọ́run yín. 	“So fun awon omo Israeli pe: ‘emi ni  Olorun yin. 	remove_accents_and_underdots	bible
Ẹ̀yin sì ni ti Kristi; Kristi sì ni ti Ọlọ́run.	Ẹyin si ni ti Kristi; Kristi si ni ti Ọlọrun.	remove_only_accents	bible
Ọ̀pọ̀ jókòó nínú òkùnkùn àti òjìji ikú	Opo jokoo ninu okunkun ati ojiji iku	remove_accents_and_underdots	bible
Wọ̀nyí ni ìdílé Isakari gẹ́gẹ́ bí àwọn tí a kà nínú wọn tí iye wọn sì jẹ́ ẹgbàá-méjìlélọ́gbọ̀n ó-lé-ọ̀ọ́dúnrún (64	Wonyi ni idile Isakari gege bi awon ti a ka ninu won ti iye won si je egbaa-mejilelogbon o-le-oodunrun (64	remove_accents_and_underdots	bible
Èmi yóò fún wọn ní ọkàn láti mọ̀ mí pé	Emi yoo fun ni ọkan lati mi pe	remove_only_accents_and_any_random_word	bible
wọ́n wá sí ọ̀dọ̀ Serubbabeli àti sí ọ̀dọ̀ àwọn olórí àwọn ìdílé	wọn wa si ọdọ Serubbabeli ati si ọdọ awọn olori awọn idile	remove_only_accents	bible
Ọmọ baba ni wá	Omo baba ni wa	remove_accents_and_underdots	bible
“Ẹ dákẹ́ jẹ́ẹ́ níwájú mi ẹ̀yin erékùṣù!Jẹ́ kí àwọn orílẹ̀-èdè tún agbára wọn ṣe!Jẹ́ kí wọn wá síwájú kí wọn sọ̀rọ̀:Jẹ́ kí a pàdé pọ̀ ní ibi ìdájọ́.	“E dake jee niwaju mi eyin erekusu!Je ki awon orile-ede tun agbara won se!Je ki won wa siwaju ki won soro:Je ki a pade po ni ibi idajo.	remove_accents_and_underdots	bible
Ọ̀rọ̀ Ọlọ́run sì gbilẹ̀	Oro Olorun si gbile	remove_accents_and_underdots	bible
Nítorí náà kí ẹ̀yin kí ó so èso tí ó yẹ fún ìrònúpìwàdà	Nitori naa ki eyin ki o so eso ti o ye fun ironupiwada	remove_accents_and_underdots	bible
“Èmi o sì mú ilé Juda ní agbára	Emi o si mu ile Juda ni agbara	remove_only_accents	bible
Ṣimei sì dá ọba lóhùn pé	Ṣimei si da ọba lohun pe	remove_only_accents	bible
Òye jẹ́ orísun ìyè fún àwọn tí ó ní i	Oye je orisun iye fun awon ti o ni i	remove_accents_and_underdots	bible
Ó sì kéde wí pé	O si kede wi pe	remove_accents_and_underdots	bible
Nígbà náà ni Ahabu ka àwọn ìjòyè kéékèèkéé ìgbèríko	Nigba naa ni Ahabu ka awon ijoye keekeekee igberiko	remove_accents_and_underdots	bible
Wọn yóò sì so òrùka ìgbàyà mọ́ òrùka ẹ̀wù efodu pẹ̀lú ọ̀já aláró	Wọn yoo si so oruka igbaya mọ ẹwu efodu pẹlu alaro	remove_only_accents_and_any_random_word	bible
Gbogbo àwọn ọmọ Israẹli ṣe gẹ́gẹ́ bí  ti pàṣẹ fún Mose àti Aaroni. 	Gbogbo awon omo Israeli se gege bi  ti pase fun Mose ati Aaroni. 	remove_accents_and_underdots	bible
“Ní ọjọ́ wọ̀n-ọn-nì	Ni ọjọ wọn-ọn-ni	remove_only_accents	bible
Ṣùgbọ́n yóò ṣègbé láéláé bí ìgbẹ́ ara rẹ̀;àwọn tí ó ti rí i rí yóò wí pé	Sugbon yoo segbe laelae bi igbe ara re;awon ti o ti ri i ri yoo wi pe	remove_accents_and_underdots	bible
Báyìí	Bayii	remove_accents_and_underdots	bible
“Ìwọ yóò mú lára ọ̀rá àgbò náà	Iwọ lara mu yoo ọra agbo naa	remove_only_accents_and_swap_word	bible
Jesu ti ibẹ̀ lọ sí Òkun Galili. Ó gun orí òkè	Jesu ti ibe lo si Okun Galili. O gun ori oke	remove_accents_and_underdots	bible
Ṣùgbọ́n ní ti àwọn tí ó dàbí ẹni pàtàkì—ohunkóhun tí ó wù kì wọn jásí	Ṣugbọn ni ti awọn ti o dabi ẹni patakiohunkohun ti o wu ki wọn jasi	remove_only_accents	bible
Nítorí náà èyí ni ohun tí  Ọlọ́run Israẹli	Nitori naa eyi ni ohun ti  Olorun Israeli	remove_accents_and_underdots	bible
Nítorí oúnjẹ tí ó wà lórí tábìlì; nítorí ọrẹ ohun jíjẹ àti ẹbọ sísun ìgbà gbogbo; nítorí ọrẹ ọjọ́ ìsinmi	Nitori ounjẹ ti o wa lori tabili; nitori ọrẹ ohun jijẹ ati ẹbọ sisun igba gbogbo; nitori ọrẹ ọjọ isinmi	remove_only_accents	bible
Dafidi sì bi àwọn ará Gibeoni léèrè pé	Dafidi bi awọn Gibeoni leere pe	remove_only_accents_and_any_random_word	bible
Àwọn ènìyàn Juda àti àwọn ènìyàn Israẹli yóò parapọ̀	Awon eniyan Juda ati awon eniyan Israeli yoo parapo	remove_accents_and_underdots	bible
Ewìrì a fẹ́ná kíkankíkan	Ewiri a fena kikankikan	remove_accents_and_underdots	bible
Ọ̀dọ́-àgùntàn tí ìwọ yóò mú gbọdọ̀ jẹ́ akọ ọlọ́dún kan tí kò lábùkù	Ọdọ-aguntan iwọ yoo mu jẹ akọ ọlọdun kan ti ko labuku	remove_only_accents_and_any_random_word	bible
Heledi ọmọ Baanah	Heledi omo Baanah	remove_accents_and_underdots	bible
Àwọn nǹkan wọ̀nyí jẹ́ ẹ̀rí pé òdodo ni ìdájọ́ Ọlọ́run àti pé nítorí èyí ni a ó kà yín yẹ fún ìjọba Ọlọ́run	nnkan wọnyi jẹ ẹri pe ododo ni idajọ Ọlọrun ati pe nitori eyi ni a o ka yin yẹ ijọba Ọlọrun	remove_only_accents_and_any_random_word	bible
Àyà mi fà sí àwọn aláṣẹ Israẹliàwọn tí wọ́n yọ̀ǹda ara wọn tinútinú láàrín àwọn ènìyànẸ fi ìbùkún fún !	Aya mi fa si awọn alaṣẹ Israẹliawọn ti wọn yọnda ara wọn tinutinu laarin awọn eniyanẸ fi ibukun fun !	remove_only_accents	bible
Òun kò sì lè dá Abneri lóhùn kan nítorí tí ó bẹ̀rù rẹ̀.	Oun ko si le da Abneri lohun kan nitori ti o beru re.	remove_accents_and_underdots	bible
Ó sì wò gbogbo àwọn tí ó jókòó lọ́dọ̀ rẹ̀ yíká	O si wo gbogbo awọn ti o rẹ lọdọ jokoo yika	remove_only_accents_and_swap_word	bible
Èyí ni ìbùkún tí Mose ènìyàn Ọlọ́run bùkún fún àwọn ọmọ Israẹli kí ó tó kú. 	Eyi ni ibukun ti Mose eniyan Olorun bukun fun awon omo Israeli ki o to ku. 	remove_accents_and_underdots	bible
Farao dáhùn wí pé	Farao dahun wi pe	remove_accents_and_underdots	bible
		remove_accents_and_underdots	bible
Angẹli ti ń bá mi sọ̀rọ̀ sì wí fún mi pé	Angeli ti n ba mi soro si wi fun mi pe	remove_accents_and_underdots	bible
Mo rò pé nígbà tí wọ́n ti ṣe èyí wọn yóò padà	Mo ro pe nigba ti wọn ti ṣe wọn pada	remove_only_accents_and_any_random_word	bible
 bá a yín sọ̀rọ̀ lójúkojú láàrín iná lórí òkè. 	ba a yin sọrọ laarin ina lori	remove_only_accents_and_any_random_word	bible
Ìwọ̀nyí ni àwọn ọ̀rọ̀  Ọlọ́run sí Israẹli àti Juda: 	Iwọnyi ni awọn ọrọ  Ọlọrun si Israẹli ati Juda: 	remove_only_accents	bible
Ó sì gbẹ́ àwòrán kérúbù	O si gbẹ aworan kerubu	remove_only_accents	bible
“Lọ nísinsin yìí sí Sarefati ti Sidoni	Lọ nisinsin yii si Sarefati ti Sidoni	remove_only_accents	bible
Kí àlùfáà fi ìyókù nínú òróró ọwọ́ rẹ̀ sí orí ẹni náà tí a ń ṣe ìwẹ̀nùmọ́ fún: láti ṣe ètùtù fún un ní iwájú . 	Ki alufaa fi iyoku ninu ororo owo re si ori eni naa ti a n se iwenumo fun: lati se etutu fun un ni iwaju . 	remove_accents_and_underdots	bible
Kí ó mú yín pé nínú iṣẹ́ rere gbogbo láti ṣe ìfẹ́ rẹ̀	Ki o mu yin pe ninu iṣẹ rere gbogbo lati ṣe ifẹ rẹ	remove_only_accents	bible
Bẹ́ẹ̀ sì ní ẹ̀yin	Bẹẹ si ni ẹyin	remove_only_accents	bible
Nísinsin yìí	yii Nisinsin	remove_only_accents_and_swap_word	bible
Bí a ti ń pe wọn	Bi a ti n pe won	remove_accents_and_underdots	bible
Ìbùkún ni fún ọ	Ibukun ni	remove_only_accents_and_any_random_word	bible
Ní ọjọ́ ti yóò wọ àgbàlá ti inú ni ibi mímọ́ láti ṣe ìránṣẹ́ ibi mímọ́	Ni ọjọ ti yoo wọ agbala ti inu ni ibi mimọ lati ṣe iranṣẹ ibi mimọ	remove_only_accents	bible
Ẹ̀yin obìnrin tí ẹ ti gba ìtẹ́lọ́rùn gidiẹ dìde kí ẹ tẹ́tí sí mi	ki obinrin ti ẹ ti gba itẹlọrun gidiẹ dide Ẹyin ẹ tẹti si mi	remove_only_accents_and_swap_word	bible
Nísinsin yìí  wí péẹni tí ó mọ̀ mí láti inú wá láti jẹ́ ìránṣẹ́ rẹ̀láti mú Jakọbu padà tọ̀ mí wáàti láti kó Israẹli jọ sọ́dọ̀ ara rẹ̀	Nisinsin yii wi peẹni ti o mọ lati inu wa lati jẹ iranṣẹ rẹlati mu Jakọbu pada tọ mi waati lati Israẹli jọ sọdọ ara rẹ	remove_only_accents_and_any_random_word	bible
Nígbà tí ọba gbọ́ ọ̀rọ̀ tí ó wà nínú ìwé òfin	Nigba ọba gbọ ọrọ ti o ninu iwe ofin	remove_only_accents_and_any_random_word	bible
Mo fa ìjọba náà ya kúrò ní ilé Dafidi	Mo fa ijoba naa ya kuro ni ile Dafidi	remove_accents_and_underdots	bible
Yóò sì fi ìka ìfábẹ̀lá ọ̀tún rẹ̀ wọ́n òróró tí ó wà ní àtẹ́lẹwọ́ òsì rẹ̀ nígbà méje níwájú . 	Yoo si ika fi ifabẹla ọtun rẹ wọn ororo ti o wa ni atẹlẹwọ osi rẹ nigba meje niwaju .	remove_only_accents_and_swap_word	bible
Ẹ kọ ojú ìjà sí i pẹ̀lú ìdúró ṣinṣin nínú ìgbàgbọ́	E ko oju ija si i pelu iduro sinsin ninu igbagbo	remove_accents_and_underdots	bible
A mọ̀ pé a kò lo ọ̀rọ̀ dídùn	A mọ a ko lo ọrọ	remove_only_accents_and_any_random_word	bible
Ẹ wá	wa Ẹ	remove_only_accents_and_swap_word	bible
Nítorí àwa di alábápín pẹ̀lú Kristi	Nitori awa di alabapin pelu Kristi	remove_accents_and_underdots	bible
Síbẹ̀síbẹ̀	Sibẹsibẹ	remove_only_accents	bible
Jesu sì dáhùn wí pé	Jesu si dahun wi pe	remove_accents_and_underdots	bible
Ẹ̀yin baba	Ẹyin baba	remove_only_accents	bible
Mordekai ará Júù ni ó jẹ́ igbákejì ọba Ahaswerusi	Mordekai ara Juu ni o jẹ igbakeji ọba Ahaswerusi	remove_only_accents	bible
 sọ fún Mose pé: 	 sọ fun Mose pe: 	remove_only_accents	bible
Nítorí tí àwọn ọmọbìnrin ẹ̀yà Manase gba ìní ní àárín àwọn ọmọkùnrin. Ilẹ̀ Gileadi sì jẹ́ ti ìyókù àwọn ọmọ Manase.	Nitori ti awon omobinrin eya Manase gba ini ni aarin awon omokunrin. Ile Gileadi si je ti iyoku awon omo Manase.	remove_accents_and_underdots	bible
 yóò gbà fún ọ pé gbogbo ọ̀tá tí ó dìde sí ọ yóò bì ṣubú níwájú rẹ. Wọn yóò tọ̀ ọ́ wá ní ọ̀nà kan ṣùgbọ́n wọn yóò sá fún ọ ní ọ̀nà méje.	 yoo gba fun o pe gbogbo ota ti o dide si o yoo bi subu niwaju re. Won yoo to o wa ni ona kan sugbon won yoo sa fun o ni ona meje.	remove_accents_and_underdots	bible
Àwọn ìkòkò àti ọ̀kọ̀ àti àmúga ẹran àti gbogbo ohun èlò tí ó fi ara pẹ́ ẹ.Gbogbo ohun èlò ti Huramu-Abi fi idẹ dídán ṣe fún Solomoni ọba	Awọn ikoko ati ọkọ ati amuga ati gbogbo ohun elo ti o fi ara pẹ ẹ.Gbogbo ohun elo Huramu-Abi fi idẹ didan ṣe fun Solomoni ọba	remove_only_accents_and_any_random_word	bible
Dafidi sì ka àwọn ènìyàn tí ń bẹ lọ́dọ̀ rẹ̀	Dafidi si ka awọn eniyan ti n bẹ lọdọ rẹ	remove_only_accents	bible
Nítorí gbogbo ohun ìríra rẹ	Nitori gbogbo ohun irira re	remove_accents_and_underdots	bible
Báyìí ni Josẹfu gòkè lọ láti sìnkú baba rẹ̀. Gbogbo àwọn ìjòyè Farao ni ó sìn ín lọ—àwọn àgbàgbà ilé rẹ̀	Bayii ni Josefu goke lo lati sinku baba re. Gbogbo awon ijoye Farao ni o sin in lo—awon agbagba ile re	remove_accents_and_underdots	bible
Saulu sì wá ọ̀nà láti gún un mọ́ ògiri pẹ̀lú ọ̀kọ̀ rẹ̀	Saulu si wa ona lati gun un mo ogiri pelu oko re	remove_accents_and_underdots	bible
Àádọ́ta ajábó ní ó pa lára aṣọ títa kan	Aadota ajabo ni o pa lara aso tita kan	remove_accents_and_underdots	bible
Èyí ni àwo tùràrí àwọn tí ó kú nítorí ẹ̀ṣẹ̀ wọn. Kí ẹ gún àwo tùràrí yìí	Eyi ni awo turari awon ti o ku nitori ese won. Ki e gun awo turari yii	remove_accents_and_underdots	bible
Irú-ọmọ wọn fi ìdí kalẹ̀ ní ojúwọn pẹ̀lú wọn	Iru-ọmọ wọn fi idi kalẹ ni ojuwọn pẹlu wọn	remove_only_accents	bible
“Igi ẹ̀gún dá àwọn igi lóhùn pé	“Igi egun da awon igi lohun pe	remove_accents_and_underdots	bible
Ó fi èyí parí gbogbo rẹ̀ nígba tí ó fi Johanu sínú túbú.	O fi eyi pari gbogbo rẹ nigba ti o fi Johanu sinu tubu.	remove_only_accents	bible
Èyí ti òjò yìnyín àti àrá rọ̀ yìí tó gẹ́ẹ́	Eyi ti ojo yinyin ati ara ro yii to gee	remove_accents_and_underdots	bible
àní  Ọlọ́run àwọn ọmọ-ogun; ni orúkọ ìrántí rẹ̀	ani  Ọlọrun awọn ọmọ-ogun; ni orukọ iranti rẹ	remove_only_accents	bible
Nígbà náà ni Mose wí pé	naa Nigba ni Mose wi pe	remove_only_accents_and_swap_word	bible
Àjọ ìgbìmọ̀ ní Jerusalẹmu.	Ajo igbimo ni Jerusalemu.	remove_accents_and_underdots	bible
Báwo ni a ṣe ṣe àwárí nǹkan Esau	Bawo ni a se se awari nnkan Esau	remove_accents_and_underdots	bible
àwo wúrà kan tí ìwọ̀n rẹ̀ jẹ́ ṣékélì mẹ́wàá tí ó kún fún tùràrí;	awo wura kan ti iwon re je sekeli mewaa ti o kun fun turari;	remove_accents_and_underdots	bible
Àwọn orílẹ̀-èdè ń bínú	Awọn n	remove_only_accents_and_any_random_word	bible
Nígbà náà ni Abimeleki pe Abrahamu ó sì wí fún un pé	Nigba naa ni Abimeleki pe Abrahamu o si wi fun un pe	remove_accents_and_underdots	bible
Ṣùgbọ́n ẹ̀yin ará	Sugbon eyin ara	remove_accents_and_underdots	bible
Gẹ́gẹ́ bí a ti kọ ọ́ pé	Gege bi a ti ko o pe	remove_accents_and_underdots	bible
Tọ́ ọmọdé ní ọ̀nà tí yóò tọ̀:nígbà tí ó bá dàgbà	To omode ni ona ti yoo to:nigba ti o ba dagba	remove_accents_and_underdots	bible
Àwọn ọmọ Lefi mú kí gbogbo ènìyàn dákẹ́ jẹ́	Awon omo Lefi mu ki gbogbo eniyan dake je	remove_accents_and_underdots	bible
Ọlọ́run sì pe ilẹ̀ gbígbẹ náà ní “ilẹ̀	naa si pe ilẹ gbigbẹ Ọlọrun ni ilẹ	remove_only_accents_and_swap_word	bible
Jẹ́ kí ojú kí ó tì wọ́n	ki Jẹ oju ki o ti wọn	remove_only_accents_and_swap_word	bible
Ó sì gbé e	O si gbe e	remove_accents_and_underdots	bible
Ẹ lè máa gbé láàrín wa	E le maa gbe laarin wa	remove_accents_and_underdots	bible
Wàhálà tí ó fà padà sórí rẹ̀;Ìwà ipá rẹ̀ padà sórí ara rẹ̀.	Wahala ti o ipa pada sori rẹ;Iwa fa rẹ pada sori ara rẹ.	remove_only_accents_and_swap_word	bible
Má ṣe fetí sí i	Ma se feti si i	remove_accents_and_underdots	bible
“Ògo rẹ	rẹ Ogo	remove_only_accents_and_swap_word	bible
Tí ó bá jẹ́ ẹrú	Ti o jẹ	remove_only_accents_and_any_random_word	bible
Bí ẹnikẹ́ni bá fi ara kan ibùsùn rẹ̀	Bi enikeni ba fi ara kan ibusun re	remove_accents_and_underdots	bible
Ó sì mú gbogbo ohun èlò láti ilé Ọlọ́run lọ sí Babeli	O si mu gbogbo ohun elo lati ile Ọlọrun lọ si Babeli	remove_only_accents	bible
